ID_Usuário,Idade,País,Assinaturas,Tempo_assistido,Genero_favorito,Ultimo_Login
12204,76,USA,Padrao,357.16,Acao,2025-02-08
12205,58,Mexico,Basico,834.53,Drama,2024-04-10
12206,40,India,Basico,201.49,Ficcao cientifica,2024-05-09
12207,19,France,Basico,238.62,Romance,2024-10-19
12208,61,Japan,Padrao,610.97,Acao,2025-02-21
12209,61,France,Padrao,377.31,Documentario,2025-02-28
12210,29,France,Basico,271.67,Documentario,2024-11-06
12211,27,USA,Basico,22.95,Romance,2024-12-18
12212,72,USA,Premium,111.29,Romance,2024-07-30
12213,80,USA,Padrao,826.9,Horror,2024-04-02
12214,34,Australia,Premium,999.18,Romance,2024-08-25
12215,71,Brazil,Padrao,858.85,Ficcao cientifica,2024-07-28
12216,58,UK,Premium,90.12,Ficcao cientifica,2024-03-16
12217,13,Canada,Padrao,409.59,Romance,2024-12-25
12218,16,Canada,Padrao,863.29,Documentario,2025-03-06
12219,34,Germany,Padrao,832.5,Drama,2025-02-16
12220,56,France,Padrao,396.2,Romance,2024-03-21
12221,53,Japan,Basico,675.68,Documentario,2024-03-28
12222,32,Mexico,Padrao,347.87,Documentario,2025-03-04
12223,64,Japan,Basico,414.35,Acao,2024-10-09
12224,47,India,Premium,50.02,Comedia,2024-07-27
12225,80,France,Premium,408.24,Horror,2024-08-05
12226,20,UK,Premium,390.84,Drama,2024-08-19
12227,61,Germany,Padrao,315.48,Horror,2024-12-05
12228,24,Canada,Premium,589.05,Ficcao cientifica,2024-04-27
12229,72,Brazil,Premium,161.21,Ficcao cientifica,2024-12-21
12230,28,Germany,Padrao,108.14,Drama,2024-03-28
12231,65,Japan,Basico,854.39,Romance,2024-07-04
12232,26,Germany,Basico,941.66,Ficcao cientifica,2024-12-24
12233,60,Japan,Premium,376.56,Horror,2024-10-26
12234,28,Japan,Padrao,443.45,Ficcao cientifica,2024-06-10
12235,35,Canada,Basico,864.01,Horror,2024-04-20
12236,45,UK,Premium,666.36,Romance,2025-02-22
12237,25,UK,Padrao,236.12,Ficcao cientifica,2024-12-07
12238,24,India,Padrao,325.31,Romance,2025-01-22
12239,28,Australia,Basico,374.09,Drama,2024-03-27
12240,70,France,Padrao,342.31,Horror,2024-08-23
12241,16,Japan,Padrao,68.62,Ficcao cientifica,2024-08-13
12242,32,Canada,Padrao,174.19,Horror,2024-06-02
12243,32,France,Premium,823.85,Acao,2024-06-24
12244,17,UK,Basico,106.07,Horror,2024-11-22
12245,55,Australia,Basico,591.86,Comedia,2024-08-05
12246,60,Germany,Premium,304.13,Acao,2024-07-31
12247,33,Mexico,Premium,628.28,Horror,2024-09-07
12248,67,France,Premium,297.22,Acao,2024-10-12
12249,17,Brazil,Premium,792.69,Drama,2024-12-25
12250,76,Mexico,Premium,888.67,Acao,2024-05-18
12251,23,Germany,Premium,624.68,Horror,2024-04-21
12252,41,UK,Premium,503.32,Drama,2025-02-06
12253,21,Brazil,Padrao,407.19,Horror,2024-12-10
12254,79,Brazil,Basico,53.31,Comedia,2024-12-05
12255,50,India,Premium,161.84,Ficcao cientifica,2024-07-26
12256,20,Mexico,Premium,920.95,Acao,2024-07-05
12257,47,Germany,Premium,504.94,Comedia,2025-02-12
12258,55,USA,Basico,696.38,Comedia,2024-11-14
12259,41,France,Padrao,194.45,Acao,2025-02-21
12260,30,UK,Premium,571.32,Horror,2024-10-06
12261,30,Germany,Basico,115.78,Drama,2024-11-30
12262,78,USA,Basico,342.26,Horror,2025-02-13
12263,59,Japan,Premium,585.35,Drama,2024-09-24
12264,19,France,Premium,824.67,Ficcao cientifica,2024-10-26
12265,78,Canada,Basico,854.61,Drama,2024-12-10
12266,35,Canada,Padrao,488.12,Romance,2024-07-17
12267,18,Mexico,Premium,142.12,Ficcao cientifica,2024-04-22
12268,18,Brazil,Premium,940.55,Ficcao cientifica,2024-05-14
12269,44,Australia,Basico,739.78,Ficcao cientifica,2024-09-08
12270,72,Germany,Basico,181.25,Comedia,2024-07-27
12271,59,Japan,Basico,772.94,Documentario,2024-10-23
12272,51,Canada,Premium,199.75,Romance,2024-08-15
12273,79,France,Basico,41.89,Drama,2024-10-02
12274,21,India,Basico,454.26,Drama,2025-02-05
12275,73,USA,Premium,354.43,Ficcao cientifica,2024-07-31
12276,72,UK,Premium,388.52,Acao,2024-10-27
12277,27,Canada,Premium,851.25,Ficcao cientifica,2024-08-19
12278,55,Canada,Padrao,751.66,Horror,2024-03-24
12279,63,UK,Basico,291.35,Ficcao cientifica,2024-12-20
12280,24,Mexico,Premium,961.56,Drama,2024-08-09
12281,57,USA,Basico,126.96,Romance,2025-01-01
12282,15,Canada,Basico,662.71,Acao,2024-12-27
12283,75,Japan,Basico,54.38,Comedia,2024-04-04
12284,59,UK,Padrao,582.26,Acao,2024-12-19
12285,76,Brazil,Padrao,974.4,Ficcao cientifica,2024-09-26
12286,73,Australia,Premium,416.67,Comedia,2024-04-18
12287,61,India,Premium,182.43,Comedia,2025-01-28
12288,61,UK,Premium,144.81,Horror,2024-05-16
12289,52,Mexico,Premium,216.26,Drama,2024-05-08
12290,78,Australia,Premium,935.82,Horror,2024-09-28
12291,54,France,Basico,217.9,Horror,2024-09-10
12292,51,USA,Padrao,287.51,Horror,2024-03-08
12293,61,Canada,Basico,630.5,Ficcao cientifica,2025-02-02
12294,34,India,Padrao,158.63,Romance,2024-09-08
12295,27,France,Basico,767.58,Acao,2024-11-25
12296,56,Canada,Premium,254.34,Acao,2024-07-10
12297,50,Australia,Padrao,610.42,Drama,2024-03-21
12298,56,India,Premium,452.81,Ficcao cientifica,2025-01-15
12299,45,India,Premium,826.74,Drama,2024-05-19
12300,57,Germany,Basico,920.86,Horror,2024-05-15
12301,76,USA,Premium,689.01,Comedia,2024-11-12
12302,39,Canada,Padrao,943.46,Romance,2024-08-21
12303,26,India,Premium,259.87,Romance,2024-06-24
12304,63,UK,Basico,604.53,Horror,2024-06-18
12305,37,Japan,Padrao,66.11,Ficcao cientifica,2025-02-21
12306,36,Brazil,Padrao,488.88,Drama,2025-03-02
12307,56,Germany,Padrao,916.93,Ficcao cientifica,2025-02-26
12308,71,Germany,Padrao,736.64,Drama,2024-03-23
12309,29,Mexico,Padrao,502.51,Horror,2024-05-15
12310,13,Canada,Padrao,674.47,Romance,2024-06-21
12311,74,Australia,Padrao,580.36,Ficcao cientifica,2024-05-27
12312,35,India,Basico,577.03,Romance,2024-06-12
12313,20,Canada,Premium,138.76,Comedia,2024-10-25
12314,60,USA,Premium,446.56,Drama,2024-05-05
12315,64,Canada,Basico,33.16,Ficcao cientifica,2024-04-13
12316,45,Australia,Padrao,310.01,Acao,2024-03-27
12317,29,UK,Basico,352.63,Ficcao cientifica,2024-06-23
12318,42,USA,Padrao,607.33,Comedia,2024-03-29
12319,37,Canada,Basico,599.09,Comedia,2025-02-19
12320,49,Japan,Basico,291.18,Drama,2024-04-03
12321,57,Germany,Premium,682.3,Romance,2024-12-27
12322,48,France,Premium,298.33,Acao,2025-01-17
12323,73,Brazil,Premium,267.7,Horror,2024-07-21
12324,72,USA,Basico,225.98,Romance,2024-10-31
12325,18,Brazil,Premium,807.68,Drama,2024-06-20
12326,33,Australia,Basico,970.7,Acao,2024-09-07
12327,38,USA,Padrao,79.62,Drama,2024-12-24
12328,60,Brazil,Basico,641.48,Horror,2024-12-13
12329,62,Japan,Padrao,788.67,Horror,2024-06-02
12330,68,Mexico,Padrao,237.19,Acao,2024-08-23
12331,61,India,Premium,919.17,Drama,2024-06-16
12332,77,Mexico,Premium,676.34,Romance,2025-03-08
12333,67,Brazil,Basico,984.65,Horror,2024-07-11
12334,20,France,Premium,904.97,Drama,2024-05-01
12335,25,France,Basico,110.61,Ficcao cientifica,2024-06-26
12336,46,Australia,Padrao,292.25,Ficcao cientifica,2024-12-04
12337,32,India,Basico,324.39,Acao,2024-12-05
12338,74,Japan,Premium,770.78,Ficcao cientifica,2025-01-02
12339,27,Japan,Padrao,812.52,Comedia,2024-11-11
12340,63,India,Padrao,714.66,Drama,2025-03-02
12341,23,France,Basico,50.39,Horror,2024-08-14
12342,65,Brazil,Basico,632.33,Documentario,2024-12-12
12343,41,Australia,Premium,188.4,Ficcao cientifica,2024-09-02
12344,32,Mexico,Premium,278.87,Documentario,2024-09-20
12345,57,Germany,Premium,902.03,Comedia,2024-04-29
12346,51,Australia,Padrao,953.59,Ficcao cientifica,2025-01-25
12347,64,USA,Padrao,713.01,Comedia,2024-11-08
12348,29,USA,Padrao,224.42,Comedia,2024-04-26
12349,20,Japan,Padrao,647.01,Documentario,2024-04-26
12350,17,USA,Basico,995.8,Romance,2025-01-05
12351,27,UK,Padrao,150.15,Comedia,2024-03-14
12352,57,Australia,Premium,341.36,Acao,2024-05-19
12353,50,Australia,Premium,382.75,Ficcao cientifica,2024-07-06
12354,68,Germany,Basico,462.72,Documentario,2024-12-26
12355,39,Germany,Padrao,216.62,Romance,2024-10-28
12356,14,Canada,Padrao,618.96,Horror,2025-02-15
12357,18,Japan,Padrao,999.18,Documentario,2024-09-24
12358,33,Japan,Basico,146.04,Acao,2024-09-13
12359,54,Brazil,Premium,291.61,Horror,2024-03-11
12360,54,Australia,Basico,228.52,Documentario,2024-11-12
12361,41,Canada,Basico,669.96,Drama,2024-05-16
12362,57,USA,Basico,661.84,Horror,2024-08-13
12363,55,India,Padrao,693.49,Documentario,2025-02-14
12364,18,Mexico,Premium,155.01,Romance,2024-10-24
12365,25,Brazil,Padrao,501.01,Horror,2024-10-31
12366,33,India,Padrao,740.34,Documentario,2024-05-01
12367,71,Japan,Padrao,138.55,Ficcao cientifica,2025-02-15
12368,38,Australia,Premium,837.09,Documentario,2024-06-17
12369,14,Germany,Premium,306.07,Acao,2024-09-12
12370,69,Brazil,Basico,20.25,Ficcao cientifica,2024-04-27
12371,37,USA,Basico,275.64,Drama,2025-03-01
12372,66,Canada,Premium,747.79,Ficcao cientifica,2024-12-22
12373,72,France,Basico,871.17,Documentario,2024-06-01
12374,41,USA,Padrao,285.58,Acao,2024-10-25
12375,28,Canada,Premium,839.27,Documentario,2024-06-05
12376,68,USA,Premium,694.42,Documentario,2024-10-18
12377,66,France,Premium,26.52,Horror,2025-02-19
12378,71,Canada,Premium,397.29,Drama,2025-01-29
12379,19,India,Premium,502.07,Documentario,2024-11-18
12380,41,Canada,Padrao,390.44,Ficcao cientifica,2024-11-17
12381,48,UK,Basico,870.53,Drama,2024-04-27
12382,73,India,Padrao,903.63,Ficcao cientifica,2024-08-06
12383,55,France,Padrao,92.4,Horror,2024-10-21
12384,22,Mexico,Premium,693.29,Documentario,2025-02-09
12385,65,Japan,Padrao,832.82,Horror,2025-02-22
12386,28,UK,Padrao,333.5,Romance,2024-09-12
12387,28,Germany,Padrao,41.49,Horror,2024-05-19
12388,59,UK,Premium,211.51,Acao,2024-04-22
12389,36,UK,Premium,155.72,Horror,2024-03-18
12390,54,Japan,Basico,436.83,Romance,2024-08-16
12391,53,Canada,Basico,467.99,Documentario,2024-10-18
12392,56,France,Padrao,407.04,Drama,2024-12-31
12393,74,Australia,Basico,629.93,Romance,2024-05-09
12394,44,Japan,Premium,804.51,Documentario,2024-12-29
12395,77,Canada,Padrao,420.79,Documentario,2024-12-08
12396,37,Australia,Basico,494.48,Drama,2024-08-16
12397,33,Germany,Padrao,243.26,Acao,2025-02-13
12398,75,India,Basico,821.01,Drama,2024-08-15
12399,43,Japan,Basico,370.4,Horror,2024-04-01
12400,71,Japan,Basico,996.15,Drama,2025-01-14
12401,52,Brazil,Premium,713.84,Ficcao cientifica,2025-02-05
12402,15,USA,Padrao,683.69,Ficcao cientifica,2024-10-22
12403,24,Australia,Basico,611.68,Documentario,2025-03-08
12404,61,France,Padrao,142.87,Acao,2024-06-09
12405,44,USA,Premium,699.03,Horror,2024-12-23
12406,76,Australia,Padrao,450.57,Drama,2024-09-05
12407,73,Brazil,Padrao,832.07,Documentario,2024-12-23
12408,49,UK,Basico,608.03,Comedia,2024-11-29
12409,55,Australia,Premium,926.29,Ficcao cientifica,2024-06-02
12410,63,India,Premium,36.98,Documentario,2024-05-01
12411,15,Brazil,Basico,995.54,Drama,2024-03-17
12412,53,Canada,Premium,49.45,Documentario,2024-08-19
12413,48,Germany,Basico,753.78,Drama,2024-05-15
12414,42,Canada,Padrao,909.45,Romance,2024-07-03
12415,39,Mexico,Basico,390.95,Drama,2024-08-11
12416,68,Japan,Basico,843.39,Horror,2025-02-06
12417,56,Germany,Premium,648.23,Acao,2024-06-05
12418,41,Mexico,Basico,480.51,Ficcao cientifica,2024-05-19
12419,30,Japan,Padrao,432.77,Horror,2024-06-30
12420,76,UK,Basico,987.1,Comedia,2025-01-10
12421,30,Mexico,Basico,554.84,Horror,2025-02-12
12422,16,USA,Basico,522.17,Documentario,2025-01-06
12423,64,India,Padrao,413.87,Comedia,2024-12-07
12424,32,UK,Padrao,931.1,Acao,2025-01-13
12425,69,Brazil,Padrao,398.98,Romance,2024-08-30
12426,80,Germany,Basico,442.85,Documentario,2025-01-12
12427,62,Germany,Padrao,76.82,Acao,2024-08-10
12428,56,France,Basico,344.67,Comedia,2024-07-01
12429,69,USA,Basico,127.41,Romance,2025-01-25
12430,49,India,Padrao,566.77,Acao,2024-06-16
12431,16,Japan,Padrao,312.06,Horror,2024-09-02
12432,26,Germany,Basico,266.44,Drama,2024-08-21
12433,32,Brazil,Basico,974.29,Romance,2024-12-15
12434,62,Mexico,Premium,577.91,Documentario,2024-03-30
12435,20,Mexico,Basico,344.07,Drama,2024-06-07
12436,22,Mexico,Premium,816.48,Comedia,2024-09-27
12437,22,France,Premium,69.43,Acao,2025-02-23
12438,45,France,Premium,264.03,Drama,2025-02-22
12439,65,USA,Premium,209.87,Drama,2024-06-19
12440,47,Canada,Padrao,760.39,Documentario,2024-05-24
12441,33,USA,Premium,35.77,Romance,2024-06-23
12442,73,Japan,Premium,312.56,Drama,2024-12-20
12443,57,Australia,Padrao,191.07,Comedia,2024-10-22
12444,13,Mexico,Premium,347.59,Acao,2025-02-22
12445,28,France,Padrao,564.16,Documentario,2024-12-31
12446,37,UK,Padrao,742.55,Romance,2025-01-06
12447,54,India,Premium,14.06,Documentario,2024-06-15
12448,66,Canada,Basico,217.54,Comedia,2024-10-01
12449,70,Australia,Padrao,705.62,Romance,2024-08-12
12450,17,Canada,Basico,785.18,Ficcao cientifica,2024-08-27
12451,25,Canada,Padrao,179.88,Documentario,2024-08-15
12452,64,France,Basico,772.25,Ficcao cientifica,2024-08-22
12453,75,Germany,Premium,762.08,Comedia,2024-03-28
12454,60,Canada,Padrao,732.27,Romance,2024-03-29
12455,37,Japan,Padrao,672.27,Documentario,2024-07-12
12456,58,USA,Premium,573.65,Documentario,2024-04-17
12457,14,Brazil,Basico,210.34,Romance,2024-04-26
12458,74,USA,Premium,975.17,Romance,2025-02-23
12459,58,Australia,Premium,611.06,Documentario,2025-01-22
12460,44,Germany,Basico,481.75,Documentario,2024-07-20
12461,28,Germany,Padrao,840.19,Ficcao cientifica,2024-11-01
12462,26,Australia,Padrao,868.65,Drama,2024-08-10
12463,31,USA,Premium,167.06,Horror,2025-01-29
12464,59,UK,Padrao,455.02,Romance,2025-02-06
12465,19,France,Basico,415.12,Ficcao cientifica,2024-10-27
12466,52,Germany,Premium,745.34,Acao,2024-12-18
12467,59,France,Padrao,638.38,Ficcao cientifica,2024-08-11
12468,38,Mexico,Premium,984.32,Horror,2024-06-09
12469,70,Brazil,Basico,605.87,Comedia,2024-06-20
12470,58,Japan,Padrao,613.83,Ficcao cientifica,2024-07-31
12471,33,USA,Padrao,644.66,Romance,2024-09-29
12472,15,Canada,Padrao,296.84,Romance,2024-07-26
12473,58,Australia,Padrao,283.9,Romance,2024-03-08
12474,47,Japan,Premium,264.34,Ficcao cientifica,2024-05-08
12475,57,Brazil,Padrao,657.12,Comedia,2024-08-22
12476,18,Mexico,Premium,335.53,Horror,2024-07-15
12477,25,USA,Basico,702.2,Drama,2024-10-05
12478,59,Australia,Padrao,448.29,Drama,2024-08-19
12479,49,Japan,Premium,197.51,Ficcao cientifica,2024-04-26
12480,21,India,Basico,942.59,Acao,2024-10-12
12481,16,UK,Padrao,530.39,Drama,2024-04-08
12482,31,Canada,Premium,348.65,Comedia,2024-10-14
12483,70,Germany,Basico,416.7,Drama,2024-06-26
12484,47,UK,Basico,179.5,Comedia,2025-02-22
12485,24,Canada,Basico,791.13,Ficcao cientifica,2024-11-06
12486,75,Mexico,Premium,850.55,Documentario,2024-12-05
12487,80,USA,Basico,26.88,Romance,2024-03-31
12488,46,India,Padrao,178.22,Drama,2024-04-10
12489,59,Australia,Padrao,104.13,Romance,2024-04-02
12490,28,India,Padrao,534.49,Comedia,2024-05-30
12491,77,UK,Basico,437.51,Documentario,2025-02-16
12492,79,Japan,Basico,202.87,Horror,2024-04-17
12493,45,Mexico,Padrao,215.43,Horror,2024-12-09
12494,34,Japan,Basico,66.2,Ficcao cientifica,2024-08-21
12495,34,Canada,Basico,268.53,Ficcao cientifica,2024-07-14
12496,27,Germany,Padrao,242.15,Comedia,2024-11-23
12497,57,Canada,Premium,531.85,Documentario,2024-08-25
12498,65,Brazil,Premium,633.37,Ficcao cientifica,2024-09-28
12499,29,Canada,Premium,782.53,Comedia,2024-07-25
12500,37,Japan,Premium,697.55,Drama,2024-12-16
12501,56,France,Basico,378.68,Ficcao cientifica,2024-07-25
12502,26,USA,Premium,593.9,Drama,2024-04-13
12503,48,Japan,Basico,936.86,Documentario,2024-09-03
12504,13,UK,Padrao,466.4,Documentario,2024-07-26
12505,19,UK,Premium,689.94,Horror,2025-01-03
12506,69,France,Padrao,204.03,Acao,2024-09-17
12507,21,France,Basico,297.9,Drama,2024-12-19
12508,44,Japan,Premium,193.3,Horror,2025-01-11
12509,71,Brazil,Basico,548.79,Horror,2024-04-28
12510,28,USA,Padrao,305.0,Romance,2024-09-24
12511,48,Australia,Padrao,117.49,Romance,2024-12-03
12512,55,Canada,Padrao,211.13,Romance,2024-12-03
12513,15,Japan,Padrao,387.37,Romance,2024-07-22
12514,19,India,Premium,630.53,Ficcao cientifica,2024-04-11
12515,27,India,Premium,463.01,Acao,2024-07-28
12516,58,Brazil,Basico,33.58,Drama,2024-04-14
12517,53,Mexico,Premium,357.0,Acao,2025-02-08
12518,37,Canada,Basico,935.57,Documentario,2024-08-18
12519,58,India,Padrao,121.6,Horror,2024-09-23
12520,49,Canada,Basico,620.29,Romance,2024-03-26
12521,26,France,Basico,761.6,Horror,2024-09-25
12522,45,Canada,Premium,660.06,Comedia,2024-07-13
12523,61,Australia,Premium,287.2,Documentario,2024-11-19
12524,48,Germany,Basico,25.57,Acao,2024-10-16
12525,43,Canada,Premium,921.23,Horror,2024-05-18
12526,72,Canada,Premium,361.19,Acao,2024-03-22
12527,31,France,Padrao,558.07,Horror,2024-09-09
12528,35,France,Padrao,378.13,Acao,2024-07-10
12529,51,India,Premium,157.69,Acao,2024-12-10
12530,47,India,Padrao,221.41,Romance,2025-01-13
12531,50,UK,Premium,622.36,Drama,2024-12-04
12532,25,Germany,Padrao,40.93,Documentario,2024-10-09
12533,32,France,Premium,60.07,Ficcao cientifica,2024-06-13
12534,63,Brazil,Premium,961.65,Comedia,2024-05-09
12535,27,Canada,Padrao,812.53,Documentario,2024-10-16
12536,73,Canada,Padrao,767.73,Comedia,2024-07-03
12537,63,Germany,Padrao,336.86,Acao,2024-10-30
12538,55,USA,Premium,303.48,Romance,2024-07-16
12539,58,UK,Padrao,216.29,Comedia,2024-07-21
12540,44,Mexico,Padrao,659.37,Romance,2024-06-28
12541,36,Brazil,Padrao,968.36,Documentario,2024-11-18
12542,23,USA,Padrao,464.98,Comedia,2024-11-21
12543,55,France,Padrao,795.88,Comedia,2025-03-02
12544,75,Japan,Padrao,434.55,Ficcao cientifica,2024-09-07
12545,53,UK,Padrao,479.86,Ficcao cientifica,2024-06-27
12546,23,Australia,Basico,468.82,Acao,2024-11-25
12547,72,Canada,Padrao,637.89,Romance,2024-08-18
12548,69,Japan,Padrao,65.56,Drama,2024-03-16
12549,57,India,Basico,950.7,Horror,2024-03-21
12550,14,India,Padrao,22.09,Drama,2024-06-13
12551,69,Brazil,Padrao,244.92,Comedia,2024-10-21
12552,74,Japan,Basico,809.03,Drama,2024-08-19
12553,67,UK,Padrao,386.59,Horror,2024-05-18
12554,24,India,Basico,598.49,Documentario,2024-06-18
12555,71,Brazil,Basico,962.64,Comedia,2024-07-02
12556,41,Germany,Basico,883.36,Ficcao cientifica,2024-04-21
12557,64,Germany,Basico,21.11,Ficcao cientifica,2024-06-21
12558,16,UK,Basico,323.87,Acao,2024-08-20
12559,37,Germany,Premium,383.56,Comedia,2024-09-05
12560,44,Australia,Basico,188.51,Horror,2024-10-10
12561,51,India,Premium,12.47,Comedia,2024-04-24
12562,15,Australia,Basico,789.4,Acao,2025-01-30
12563,20,Australia,Premium,387.45,Acao,2024-03-22
12564,63,Canada,Padrao,114.4,Acao,2024-08-03
12565,47,Canada,Padrao,452.44,Drama,2024-09-03
12566,48,Brazil,Premium,760.73,Ficcao cientifica,2024-07-05
12567,67,USA,Premium,345.59,Horror,2024-09-11
12568,39,Canada,Premium,944.77,Acao,2024-03-14
12569,55,Brazil,Basico,903.8,Romance,2025-02-15
12570,34,Mexico,Basico,91.68,Drama,2024-06-21
12571,64,USA,Padrao,373.91,Acao,2024-04-03
12572,74,USA,Premium,398.88,Acao,2024-11-09
12573,66,Mexico,Padrao,859.92,Drama,2025-03-08
12574,79,UK,Basico,998.68,Comedia,2024-04-18
12575,67,Brazil,Premium,211.95,Acao,2024-11-02
12576,75,Australia,Premium,761.84,Horror,2024-09-02
12577,35,India,Padrao,782.3,Documentario,2024-08-14
12578,25,Brazil,Basico,370.88,Romance,2024-05-28
12579,34,Mexico,Padrao,691.36,Acao,2025-01-23
12580,62,France,Premium,996.1,Acao,2025-01-02
12581,69,Canada,Basico,903.55,Horror,2024-11-01
12582,70,USA,Padrao,639.74,Ficcao cientifica,2024-07-28
12583,52,UK,Padrao,826.27,Documentario,2024-04-27
12584,73,UK,Premium,618.44,Ficcao cientifica,2024-12-31
12585,52,Australia,Premium,324.5,Ficcao cientifica,2024-11-26
12586,53,Brazil,Basico,116.67,Ficcao cientifica,2024-11-01
12587,64,USA,Padrao,931.55,Acao,2024-08-31
12588,59,USA,Padrao,252.91,Ficcao cientifica,2025-01-08
12589,54,UK,Basico,417.24,Documentario,2024-11-03
12590,48,UK,Basico,121.43,Comedia,2024-10-25
12591,62,Brazil,Premium,949.8,Horror,2025-01-19
12592,69,Germany,Padrao,847.01,Ficcao cientifica,2024-09-05
12593,29,Mexico,Padrao,134.63,Acao,2025-03-02
12594,29,Canada,Padrao,255.55,Drama,2024-07-12
12595,42,USA,Basico,581.6,Acao,2024-08-13
12596,80,Australia,Basico,947.62,Acao,2024-03-28
12597,25,UK,Padrao,231.44,Comedia,2024-12-19
12598,74,UK,Premium,426.36,Documentario,2024-08-05
12599,59,India,Basico,260.04,Ficcao cientifica,2024-07-22
12600,68,Canada,Premium,935.56,Drama,2024-05-16
12601,78,USA,Premium,330.54,Horror,2024-03-22
12602,32,Mexico,Basico,661.19,Documentario,2024-11-13
12603,44,Australia,Padrao,2.68,Ficcao cientifica,2024-06-24
12604,67,Canada,Padrao,342.02,Documentario,2024-05-10
12605,30,Mexico,Premium,667.99,Romance,2024-12-25
12606,34,Japan,Premium,489.07,Romance,2024-10-17
12607,44,Japan,Padrao,156.98,Comedia,2024-04-23
12608,41,France,Premium,215.3,Acao,2024-08-09
12609,75,USA,Basico,698.64,Ficcao cientifica,2024-04-23
12610,55,USA,Padrao,210.69,Romance,2025-02-23
12611,71,USA,Basico,894.56,Ficcao cientifica,2024-09-29
12612,18,India,Basico,81.2,Ficcao cientifica,2024-09-10
12613,13,Japan,Premium,53.2,Ficcao cientifica,2025-01-15
12614,14,Australia,Basico,735.87,Horror,2024-07-11
12615,18,UK,Premium,129.32,Horror,2024-12-29
12616,25,Japan,Padrao,414.37,Documentario,2024-05-21
12617,40,Canada,Basico,521.73,Comedia,2024-05-07
12618,71,Japan,Premium,613.48,Romance,2024-08-02
12619,36,Mexico,Premium,555.73,Comedia,2024-07-16
12620,27,India,Padrao,46.87,Documentario,2024-04-21
12621,43,India,Basico,989.79,Horror,2024-10-12
12622,48,Canada,Basico,187.61,Comedia,2024-05-12
12623,57,France,Premium,945.26,Horror,2024-10-14
12624,67,Japan,Basico,693.95,Horror,2024-07-07
12625,17,Brazil,Basico,731.08,Romance,2024-06-06
12626,65,USA,Padrao,264.35,Comedia,2024-06-14
12627,22,USA,Basico,146.28,Comedia,2024-08-18
12628,63,Brazil,Basico,146.4,Acao,2024-04-12
12629,22,Mexico,Premium,138.28,Drama,2024-10-24
12630,29,Mexico,Basico,132.22,Comedia,2025-01-25
12631,19,Germany,Premium,175.74,Comedia,2024-04-08
12632,46,Brazil,Basico,408.07,Romance,2024-12-18
12633,45,Brazil,Padrao,690.24,Horror,2024-05-30
12634,39,France,Basico,199.76,Comedia,2024-08-24
12635,18,Japan,Premium,757.23,Drama,2024-08-02
12636,68,USA,Basico,280.76,Comedia,2024-04-08
12637,46,India,Premium,570.01,Drama,2024-05-09
12638,61,Japan,Premium,401.41,Horror,2024-07-13
12639,65,USA,Premium,540.05,Drama,2024-03-29
12640,66,Mexico,Premium,583.82,Romance,2025-03-08
12641,46,Germany,Premium,774.73,Romance,2024-03-28
12642,80,Mexico,Premium,609.36,Comedia,2024-07-04
12643,77,Canada,Padrao,823.39,Horror,2025-01-07
12644,20,Mexico,Basico,486.49,Documentario,2024-05-08
12645,26,Australia,Basico,58.5,Drama,2025-02-02
12646,36,France,Basico,701.32,Horror,2024-07-12
12647,77,Germany,Padrao,91.51,Horror,2024-04-24
12648,28,Brazil,Basico,314.78,Horror,2024-06-23
12649,74,USA,Basico,544.98,Drama,2024-05-09
12650,47,Australia,Premium,792.04,Horror,2024-11-25
12651,43,Mexico,Basico,695.22,Comedia,2024-03-15
12652,34,Mexico,Padrao,549.25,Horror,2024-11-20
12653,19,Brazil,Basico,48.03,Ficcao cientifica,2024-07-08
12654,26,Brazil,Basico,331.43,Horror,2024-12-25
12655,72,France,Padrao,751.36,Horror,2024-07-23
12656,26,Germany,Premium,216.19,Horror,2024-08-26
12657,80,USA,Basico,904.21,Documentario,2024-09-30
12658,62,Canada,Basico,346.08,Acao,2024-09-24
12659,45,Canada,Basico,698.77,Acao,2025-02-12
12660,50,UK,Padrao,401.62,Comedia,2024-08-06
12661,74,Mexico,Premium,971.81,Documentario,2024-05-02
12662,23,Japan,Premium,275.6,Romance,2024-08-14
12663,75,India,Basico,693.07,Acao,2024-03-15
12664,42,France,Basico,953.97,Romance,2024-09-05
12665,38,USA,Padrao,749.72,Romance,2024-12-03
12666,39,USA,Padrao,163.78,Romance,2024-09-08
12667,45,Brazil,Basico,654.95,Horror,2024-12-15
12668,74,Brazil,Padrao,123.38,Acao,2024-04-11
12669,77,Australia,Premium,170.25,Drama,2024-04-27
12670,79,France,Padrao,712.14,Ficcao cientifica,2024-03-21
12671,64,Australia,Basico,676.29,Romance,2024-10-06
12672,21,India,Premium,474.37,Romance,2024-03-17
12673,79,UK,Padrao,222.42,Romance,2025-02-01
12674,45,Australia,Padrao,673.38,Comedia,2024-11-07
12675,22,Japan,Basico,904.6,Acao,2024-12-07
12676,44,France,Premium,712.48,Romance,2025-01-29
12677,46,India,Padrao,592.38,Comedia,2024-11-09
12678,79,Australia,Padrao,283.18,Romance,2024-09-16
12679,21,Japan,Basico,210.71,Horror,2024-06-01
12680,72,India,Padrao,403.13,Ficcao cientifica,2024-06-21
12681,54,France,Padrao,529.12,Documentario,2024-09-25
12682,61,UK,Padrao,431.31,Drama,2024-12-08
